employee_id,age,salary,performance_score,hours_worked_per_week,attrition,salary_per_experience,workload_score,experience_ratio,perf_satisfaction_index,department_Finance,department_HR,department_Marketing,department_Operations,department_Sales,education_level_High School,education_level_Master,education_level_PhD
1045,35.0,87293.59570047984,3.7,37.318192033732025,0,3511.4839561755566,1.6553812136587196,0.6627627837209112,27.01,0,0,0,0,0,0,0,1
1046,38.0,47577.090281013545,3.7,50.04524074461278,0,5947.136285126693,4.439869503151546,0.1794871794871795,17.02,0,0,1,0,0,0,1,0
1047,57.0,63592.16192558845,2.0,28.40402057057245,0,2119.7387308529483,3.873214720583773,0.5,3.4,0,0,0,0,1,1,0,0
1048,25.0,48269.73544638589,5.0,42.323211854361574,0,1508.429232699559,1.6687970483571783,1.1923076923076923,38.0,0,1,0,0,0,0,0,0
1049,23.0,93340.43443702612,7.6,44.69269361137824,1,3111.3478145675376,3.2307464038997553,1.2083333333333333,42.559999999999995,0,0,0,1,0,0,0,0
1050,27.0,41432.68583869326,9.5,43.96812771340827,1,41432.68583869326,6.501209253897194,0.0,9.5,0,0,0,1,0,1,0,0
1051,25.0,67865.44120879367,6.4,50.195991590923896,0,3992.084776987863,7.339605330536062,0.6153846153846154,7.040000000000001,0,1,0,0,0,0,1,0
1052,50.0,48976.343782833006,8.8,39.71101127965642,0,2448.8171891416505,1.1091072168425407,0.37254901960784315,73.04,0,0,1,0,0,0,0,1
1053,39.0,54688.3853782802,8.4,44.0434707565764,0,2278.6827240950083,4.848082492347123,0.575,27.72,0,0,1,0,0,0,0,1
1054,47.0,61176.44098527964,2.6,28.26766489450838,1,2780.7473175127107,2.0434135722203566,0.4375,14.559999999999999,1,0,0,0,0,0,1,0
1055,55.0,78368.76656439215,5.4,38.67746494291821,1,2702.371260841109,3.1136353126609797,0.5,27.54,0,0,0,1,0,0,0,0
1056,31.0,84350.94843448568,2.1,48.84589144940179,1,3834.1340197493487,0.9629925979582343,0.65625,18.480000000000004,1,0,0,0,0,0,0,0
1057,57.0,36945.78059960519,7.1,31.286706115708142,1,4105.086733289466,0.3598086051343727,0.13793103448275862,66.03,0,0,0,1,0,0,0,0
1058,35.0,64016.26836546693,9.5,43.27794693640596,0,6401.626836546693,0.0,0.25,95.0,0,0,0,0,1,0,1,0
1059,52.0,81892.40405075283,2.2,36.57986342492962,1,2924.728716098315,4.567403021203156,0.5094339622641509,5.28,0,0,0,0,1,0,1,0
1060,36.0,58526.24857447215,7.6,41.11210422582612,0,2090.2231633740053,0.8105216402277957,0.7297297297297297,66.88,0,0,0,0,0,0,0,0
1061,29.0,64715.75241082271,6.7,37.05858008990722,0,3081.7024957534622,4.018337160437486,0.6666666666666666,22.78,1,0,0,0,0,0,0,0
1062,35.0,59968.74303869724,6.3,42.323211854361574,0,2498.697626612385,2.572728782883983,0.6388888888888888,39.69,0,1,0,0,0,1,0,0
1063,44.0,66218.12721569682,4.5,45.08802651967841,1,33109.06360784841,3.2593242377385474,0.022222222222222223,25.2,1,0,0,0,0,0,0,0
1064,42.0,94483.20621286755,4.2,41.603225903802034,1,11810.400776608443,6.0148297906626285,0.16279069767441862,5.04,0,1,0,0,0,0,0,0
1065,37.0,38465.7175767984,1.4,46.90103295749759,0,1424.656206548089,0.4623249390529704,0.6842105263157895,13.16,0,0,1,0,0,0,0,0
1066,39.0,31303.403622314625,3.0,48.35550326399089,0,1422.010754666265,6.5938287362517425,0.5253369703708973,5.1,1,0,0,0,0,0,0,0
1067,45.0,74645.75930193154,1.1,51.80206989671212,1,2764.65775192339,2.38297127779153,0.5652173913043478,7.920000000000001,0,0,1,0,0,0,1,0
1068,47.0,76560.73704725031,6.2,43.06789396354132,0,6773.711040452423,1.3443764587149651,0.2146380863398205,50.22,0,0,0,0,1,0,0,0
1069,46.0,64540.28023493979,2.0,52.14896819682566,0,21513.42674497993,1.5421687129015706,0.0425531914893617,16.4,0,0,0,0,1,1,0,0
1070,50.0,51987.77475467855,8.9,34.193803940872364,0,3999.0595965137345,4.381831598136185,0.23529411764705882,19.580000000000002,0,0,0,0,0,0,0,0
1071,36.0,35654.31159801382,5.7,49.27167863382505,0,3565.431159801382,4.047445650444391,0.24324324324324326,28.5,1,0,0,0,0,0,0,0
1072,22.0,68450.18193757535,7.3,45.67512333062283,0,7605.575770841706,1.1256014675200985,0.34782608695652173,62.05,0,0,1,0,0,0,0,0
1073,46.0,43488.310757449726,4.7,43.8647412201183,0,1610.6781762018418,4.540145634110129,0.5531914893617021,17.39,0,1,0,0,0,0,0,0
1074,28.0,49330.520628591934,6.0,45.55785787330494,1,1450.8976655468216,3.592677181971115,1.1379310344827587,31.200000000000003,0,0,0,0,1,0,0,0
1075,30.0,51201.53880655922,9.5,34.3140889733163,0,51201.53880655922,3.664371464893965,0.0,33.25,0,0,0,0,1,0,0,0
1076,45.0,57036.97161454548,1.7,32.42602552059982,1,1782.4053629545463,2.5571053475307077,0.6739130434782609,8.84,0,1,0,0,0,0,1,0
1077,22.0,48614.39329187028,3.3,55.67862548861599,0,1944.575731674811,0.9147494739581038,1.0434782608695652,29.7,0,0,1,0,0,0,0,0
1078,29.0,59050.567258117495,8.0,40.65022257442184,0,2036.2264571764654,3.2724473711512765,0.9333333333333333,40.8,0,0,1,0,0,0,1,0
1079,45.0,50672.72549240413,1.9,40.5360526255464,0,7238.960784629162,2.6638827729781505,0.13043478260869565,11.399999999999999,1,0,0,0,0,0,0,0
1080,32.0,70520.59597258834,1.7,33.18152420606967,0,3762.1757110597227,2.9437691816173803,0.5377160950299432,7.819999999999999,1,0,0,0,0,1,0,0
1081,38.0,75465.9437098208,4.3,30.145773556025304,1,3773.29718549104,2.426812233171143,0.48717948717948717,21.929999999999996,0,0,0,1,0,0,0,0
1082,29.0,61628.14014042658,1.8,41.29344896950175,0,3081.407007021329,6.0378848702248655,0.6333333333333333,1.9800000000000002,0,0,0,1,0,0,0,0
1083,56.0,66939.39503071654,6.3,39.26729662793018,0,2231.3131676905514,4.128807547980876,0.5087719298245614,22.68,0,0,0,0,0,0,0,1
1084,56.0,91767.83924438836,3.0,42.013874853939605,0,2621.938264125382,3.5202748789146634,0.5964912280701754,14.700000000000001,0,0,0,0,1,0,1,0
1085,54.0,42410.95114708026,9.1,42.6972315230574,1,1211.7414613451504,2.314873797925564,0.6181818181818182,60.97,1,0,0,0,0,0,0,1
1086,26.0,41497.97848079841,8.1,60.8676223094129,0,2624.950056401493,4.9,0.5484834997089064,41.309999999999995,0,0,1,0,0,0,0,1
1087,49.0,70424.96851165312,7.3,39.29136015408836,0,2708.6526350635813,3.873129128095953,0.5,29.2,0,1,0,0,0,0,1,0
1088,28.0,89198.14256272148,6.6,42.323211854361574,0,6371.295897337249,3.0594612553214935,0.4482758620689655,36.959999999999994,0,0,1,0,0,0,0,0
1090,29.0,85902.5076332814,3.0,48.02899428217587,0,4772.3615351823,0.5523510648505133,0.5666666666666667,27.900000000000002,0,0,0,1,0,0,0,0
1092,55.0,49786.69076941378,8.1,42.323211854361574,0,2489.334538470689,6.188455720991203,0.3392857142857143,8.91,0,0,0,0,0,0,0,0
1093,54.0,45139.61417043445,7.7,45.82355101867125,0,4049.68163897791,6.624987697308931,0.1844810898712214,9.24,0,0,0,0,1,0,1,0
1094,44.0,69441.20377330181,6.1,50.15049663760755,0,3857.8446540723226,3.6252801872852003,0.37777777777777777,34.16,0,0,0,1,0,0,0,0
1095,45.0,94483.20621286755,3.2,55.98149971426388,0,23620.801553216887,6.438077965454651,0.06521739130434782,9.600000000000001,0,1,0,0,0,0,0,0
1096,58.0,61219.15264150542,4.8,34.40033636602575,0,61219.15264150542,0.9607829187899787,0.0,39.84,0,0,0,1,0,0,0,0
1097,56.0,83751.9753807614,8.1,40.05178888651786,0,83751.9753807614,5.593124761877783,0.0,12.149999999999999,0,0,0,0,0,0,1,0
1098,43.0,55398.29410692945,1.3,34.44908327661722,0,2130.7036194972866,0.3961771033382859,0.5681818181818182,12.090000000000002,0,0,0,0,1,0,1,0
1099,48.0,79710.14211965849,8.0,36.93217606050462,0,3985.5071059829243,0.6674384857690183,0.3877551020408163,71.2,0,1,0,0,0,0,0,0
1100,56.0,41781.8476541039,3.2,42.323211854361574,1,1975.132893548965,2.7117952035804147,0.35357793854417824,19.52,0,0,0,0,0,1,0,0
1101,22.0,51991.363480248,2.3,36.565561845074114,1,3331.174193247276,5.346578165430207,0.6351095082542845,2.53,0,0,0,1,0,0,0,0
1102,56.0,58526.24857447215,2.0,35.405830581463924,0,5320.568052224741,2.5594174480239182,0.17543859649122806,11.2,0,0,0,0,0,0,1,0
1103,58.0,61094.95133960036,1.2,48.3759669097782,1,12218.990267920071,4.212299000583345,0.06779661016949153,5.64,0,0,0,0,1,0,0,0
1104,35.0,61176.44098527964,5.7,45.60591032034837,0,61176.44098527964,3.671392968723678,0.0,29.07,1,0,0,0,0,0,0,0
1105,24.0,61127.80631409279,3.0,44.8000895834814,1,3595.7533125936934,4.636957279868736,0.64,11.100000000000001,0,0,0,0,0,0,0,0
1106,22.0,78405.75089955228,9.9,36.776901134407474,0,4187.058601111535,5.256637728394802,0.7706841419159873,12.870000000000001,0,0,0,0,0,0,0,0
1107,26.0,48762.311390563045,6.2,52.344186225717614,0,1434.1856291342071,3.181880311516694,1.2222222222222223,39.06,0,0,0,1,0,0,0,0
1108,47.0,63380.14130533601,2.2,42.11592157855833,0,2185.522113977104,2.9752840002063747,0.5833333333333334,12.540000000000001,0,0,0,1,0,0,0,0
1109,35.0,60656.46717581365,7.2,60.8676223094129,1,15164.116793953412,6.5,0.08333333333333333,25.2,0,1,0,0,0,1,0,0
1110,48.0,65425.14878135483,9.1,43.28932935576036,0,13085.029756270966,6.187479502330962,0.08163265306122448,11.83,0,0,0,1,0,0,1,0
1111,30.0,67556.04069318638,7.7,23.413377032250686,0,6141.458244835126,0.0,0.3225806451612903,77.0,0,0,1,0,0,0,0,0
1112,36.0,68735.93939976094,1.7,23.413377032250686,0,3273.139971417188,1.8079048905868071,0.5405405405405406,9.01,0,0,0,0,1,0,0,0
1113,36.0,43941.08492646597,9.1,46.99159953476375,0,1255.4595693275992,1.6984648825438475,0.918918918918919,70.97999999999999,0,0,0,0,1,0,0,0
1114,47.0,46653.80847320147,8.1,52.40395321864644,0,3887.817372766789,4.2186528901369265,0.22916666666666666,41.309999999999995,1,0,0,0,0,0,1,0
1115,34.0,49435.684377132166,2.4,42.323211854361574,0,1901.3724760435448,5.979856089946555,0.7142857142857143,3.36,1,0,0,0,0,0,0,1
1116,53.0,56416.78878200104,1.5,58.80783018221721,0,2969.3046727368965,5.990188762036818,0.3333333333333333,5.699999999999999,0,0,0,0,1,0,0,1
1117,53.0,61307.79606309645,6.0,55.30399149595283,1,8758.25658044235,5.542426914762891,0.1111111111111111,23.4,1,0,0,0,0,0,0,0
1119,51.0,47278.51950991152,8.5,46.315631538849054,0,1818.4045965350585,2.3588642421510904,0.4807692307692308,58.650000000000006,0,0,0,1,0,0,1,0
1120,58.0,35984.710534473714,4.2,49.15624173910813,0,7196.942106894743,5.24935194083951,0.06779661016949153,14.700000000000001,0,0,0,0,1,0,0,0
1121,44.0,92336.14744810184,9.2,57.11995917856412,0,4396.959402290564,0.28152878498293626,0.4444444444444444,89.23999999999998,1,0,0,0,0,0,0,0
1122,36.0,43028.20469021355,6.1,47.45708773396465,1,3687.336326271261,4.756029958022794,0.2883563142758356,23.79,0,0,0,0,1,0,1,0
1123,50.0,72544.85584493328,2.6,43.50345321816919,1,18136.21396123332,0.0,0.058823529411764705,26.0,0,0,1,0,0,0,0,0
1124,57.0,60469.00315873012,2.3,47.37840958069319,0,2629.0870938578314,3.4248914980668115,0.3793103448275862,12.879999999999999,0,0,0,0,0,0,0,0
1125,34.0,63769.58461209571,6.2,46.29888225159381,1,3392.1863791729133,3.3468546031164617,0.5085417863629472,34.72,0,0,0,1,0,0,0,0
1126,53.0,59976.742412461455,7.9,42.323211854361574,1,2764.699625120032,4.3110590415893775,0.38321785998493685,30.02,0,0,0,0,1,0,0,0
1127,28.0,54227.37177079312,8.0,29.439813655363707,1,1869.9093714066594,2.2248797912010843,0.9655172413793104,43.2,0,0,0,0,0,0,0,0
1128,43.0,66959.58424385189,3.5,44.52682759957964,0,8369.948030481486,2.1946065532131245,0.1590909090909091,24.5,1,0,0,0,0,0,0,0
1129,49.0,53421.19190614056,2.8,45.68352406063789,0,2811.6416792705554,3.152263777929883,0.36,16.24,0,0,0,0,0,0,0,0
1130,23.0,77494.54120855185,1.2,41.41722266358262,0,2767.6621860197088,0.20413425607317207,1.125,11.639999999999999,0,0,0,1,0,0,0,0
1131,27.0,68526.61509384232,7.1,48.27333155374047,0,2538.0227812534195,1.9827179755909086,0.9285714285714286,53.25,0,0,0,0,1,0,0,0
1132,49.0,59050.567258117495,1.7,57.36934096455233,0,3827.295143465315,6.691937443814541,0.2885759788290163,4.93,0,0,1,0,0,0,1,0
1133,49.0,52393.15409915114,4.8,43.10573704883552,1,3492.8769399434095,5.736325107635628,0.28,9.12,1,0,0,0,0,0,0,0
1134,41.0,56454.678943665065,6.4,47.53376864566152,0,1612.990826961859,2.1866231529676456,0.8095238095238095,46.080000000000005,0,0,0,0,1,1,0,0
1135,51.0,42181.30787036903,9.4,54.85011808361243,0,42181.30787036903,6.848647632667405,0.0,22.56,0,0,0,1,0,0,0,0
1136,32.0,54704.759149116566,3.8,43.292516047534846,0,18234.919716372187,1.3513881004284891,0.06060606060606061,30.779999999999998,1,0,0,0,0,0,0,1
1137,49.0,44451.36125465554,3.2,34.89229438112953,0,1852.140052277314,3.5541428587978263,0.46,12.16,0,1,0,0,0,0,0,0
1138,46.0,79696.02773383072,6.9,46.92623079270339,0,2951.704730882619,4.702828810699632,0.5531914893617021,26.91,0,0,0,0,0,0,0,0
1139,54.0,60758.037233910094,6.6,42.323211854361574,1,5701.974429872067,6.188455720991203,0.17555661394508248,7.26,0,0,0,1,0,1,0,0
1140,22.0,62557.45852560646,4.0,23.61306369629856,0,2648.1145421062433,1.706941659977515,0.9836259137670775,22.4,0,1,0,0,0,0,1,0
1141,48.0,56622.80208974968,9.4,42.323211854361574,1,2599.249829292594,5.562656827857261,0.4241691053619366,18.8,0,0,0,0,1,0,0,0
1142,34.0,59050.567258117495,8.6,23.413377032250686,1,2460.440302421562,0.7693212300369392,0.6571428571428571,68.8,0,0,1,0,0,0,0,0
1144,27.0,55497.89573411263,3.2,38.95921149191742,1,3546.2697982155023,1.216122776381161,0.523201932613807,25.92,0,0,0,0,0,0,0,0
1145,29.0,50243.804479350096,5.6,36.2286692020329,0,1477.7589552750028,2.2022558293162064,1.1,35.279999999999994,1,0,0,0,0,0,1,0
1146,48.0,60253.360743637255,8.0,42.323211854361574,0,2619.711336679881,5.771256458901909,0.4489795918367347,13.6,0,0,0,0,1,0,1,0
1147,30.0,25251.77500678645,1.4,50.90296112614797,0,1097.9032611646282,1.7562082156177752,0.7096774193548387,11.06,1,0,0,0,0,0,1,0
1148,58.0,60959.351803664,7.2,43.907846490911446,0,12191.8703607328,6.059476229394604,0.06779661016949153,11.520000000000001,0,0,0,0,0,0,1,0
1149,54.0,54424.30645060648,6.8,35.285436785764325,1,2448.22219748295,2.7246267654428435,0.3860024284824893,36.04,0,0,0,0,1,0,0,0
1150,45.0,45115.30100945858,3.1,52.83552858227421,0,7519.216834909763,6.423495721934343,0.10869565217391304,8.06,1,0,0,0,0,0,0,0
1151,36.0,67616.3650546725,7.1,30.56914210764647,0,6761.63650546725,1.1048914034288144,0.24324324324324326,55.379999999999995,0,0,1,0,0,0,1,0
1152,53.0,60809.826276686894,9.5,43.77506807017679,0,8687.118039526698,0.5753478307090989,0.1111111111111111,87.39999999999999,0,0,0,1,0,0,0,0
1153,53.0,32963.86638758674,1.4,42.323211854361574,0,1569.7079232184162,2.7813284139286303,0.37037037037037035,8.399999999999999,0,0,0,0,1,0,1,0
1154,45.0,50302.05718211344,3.9,44.01854324584431,0,3099.2722620633444,3.1096949211347673,0.3310930474945753,22.23,0,0,0,1,0,0,0,0
1155,33.0,25251.77500678645,4.9,39.45098076885922,1,8417.258335595483,1.3611022818250027,0.058823529411764705,38.71000000000001,0,0,0,0,1,0,0,0
1156,23.0,64399.03971200255,9.1,50.65790329221095,0,2927.229077818298,7.490371930618234,0.875,9.1,0,0,1,0,0,0,1,0
1157,24.0,60668.458168657795,9.7,47.76551576955384,0,3871.5459671603166,0.5493209652369968,0.5868137708632876,90.21,0,0,0,1,0,0,1,0
1158,58.0,48100.7715924949,5.0,37.302885344066695,0,2362.2248044533912,4.412539282575942,0.32817774375896436,14.0,0,1,0,0,0,0,1,0
1159,38.0,68101.69067524691,7.8,35.76848287347007,0,5675.140889603909,0.05876438329009364,0.28205128205128205,77.22,0,0,0,0,0,0,0,0
1160,23.0,40762.520683177165,5.8,39.479226135743126,0,8152.504136635433,1.5566591749573047,0.16666666666666666,44.08,0,1,0,0,0,0,1,0
1161,23.0,45502.2446109751,5.8,57.00457168027472,1,3500.1726623827003,1.873067142018433,0.5,46.4,1,0,0,0,0,0,0,0
1162,49.0,59050.567258117495,3.5,54.95254784886465,0,3855.2997599990417,2.798744091982316,0.2863345054037104,24.150000000000002,0,0,1,0,0,0,0,0
1163,44.0,60656.46717581365,3.0,34.2538545170508,0,2021.882239193788,2.701247320719102,0.6444444444444445,15.600000000000001,0,1,0,0,0,0,0,1
1164,58.0,59060.14565696333,3.6,48.401802704010784,0,2362.4058262785334,3.1012716347957316,0.4067796610169492,21.96,0,0,0,0,1,0,1,0
1165,53.0,51545.264588604856,6.0,42.323211854361574,0,1909.0838736520318,3.0594612553214935,0.48148148148148145,33.599999999999994,1,0,0,0,0,0,0,0
1166,54.0,61176.44098527964,1.3,38.42126031154108,0,4369.745784662831,2.1461703300185917,0.23636363636363636,8.58,1,0,0,0,0,0,1,0
1167,22.0,54491.63676067511,9.2,34.57948517710033,0,3405.7272975421943,1.9315728977302178,0.6521739130434783,60.71999999999999,0,1,0,0,0,0,0,0
1168,40.0,49398.64864172733,2.4,50.55423566057953,0,2607.872084100804,0.8305603823916997,0.4376128950429473,21.599999999999998,0,1,0,0,0,1,0,0
1169,23.0,64536.74571540186,3.0,31.674259841692702,1,3073.1783674000885,2.28966958155511,0.8333333333333334,16.799999999999997,0,0,1,0,0,0,0,0
1170,47.0,58526.24857447215,5.7,45.43480188337978,0,2786.9642178320073,6.195557528353362,0.4166666666666667,9.69,0,0,0,0,0,0,0,1
1171,53.0,60235.30070693403,7.4,42.005680972527706,0,7529.412588366754,4.278715220807905,0.12962962962962962,28.12,0,1,0,0,0,0,0,0
1172,27.0,49069.02477938395,1.9,40.59640936216392,0,3066.814048711497,2.067583129549093,0.5357142857142857,13.11,0,1,0,0,0,0,1,0
1173,53.0,36985.52060423313,3.9,55.37266360595518,0,1193.0813098139718,6.186115018694691,0.5555555555555556,12.48,0,0,0,1,0,0,0,0
1174,25.0,60253.360743637255,9.7,56.07757753867449,1,6025.336074363726,5.988475320236311,0.34615384615384615,33.949999999999996,0,0,0,0,1,0,1,0
1175,32.0,67492.90477643113,3.4,42.323211854361574,0,3449.49296919693,1.112531365571452,0.5626071617000221,28.56,0,0,0,1,0,0,0,0
1176,38.0,94330.23103196509,3.8,39.23266959520005,0,2774.418559763679,2.3848619675717435,0.8461538461538461,23.939999999999998,0,0,0,1,0,0,1,0
1177,59.0,44340.40740002613,8.5,29.945013449574667,0,4926.711933336237,2.1646657809032366,0.13333333333333333,47.599999999999994,1,0,0,0,0,0,0,0
1178,45.0,56865.59269001954,1.5,41.96592810208632,1,3345.0348641187966,4.2057197523080925,0.34782608695652173,5.85,0,0,0,0,0,0,1,0
1179,26.0,58072.38778716292,5.2,57.626426045967925,0,5279.307980651175,2.2722001823444815,0.37037037037037035,39.519999999999996,0,0,0,0,1,0,0,1
1180,55.0,74840.54157423197,4.4,42.323211854361574,0,2338.766924194749,4.450125462285809,0.5535714285714286,15.840000000000002,0,0,1,0,0,0,1,0
1181,27.0,52393.38158801088,3.8,47.83007426515024,0,5239.338158801088,1.8859316970330955,0.32142857142857145,28.88,0,0,1,0,0,0,0,0
1182,43.0,42434.37218736218,3.6,30.82002140864589,0,1928.8350994255538,4.253298716296161,0.4772727272727273,5.760000000000001,0,1,0,0,0,0,0,1
1183,32.0,78117.13962691503,1.8,38.52180056213119,0,4595.125860406766,0.7594540236773588,0.48484848484848486,15.840000000000002,0,1,0,0,0,1,0,0
1184,37.0,55250.24956108158,3.8,45.699722446421205,0,13812.562390270396,3.378623038099071,0.07894736842105263,20.9,0,0,1,0,0,0,1,0
1185,54.0,73179.65264589064,1.4,42.84689918438442,1,2927.1861058356258,3.5900726453474023,0.43636363636363634,6.86,0,1,0,0,0,0,1,0
1186,30.0,94483.20621286755,8.0,48.59733867528449,0,4499.200295850836,2.7944361700028484,0.6451612903225806,52.0,0,0,0,0,0,1,0,0
1187,27.0,59551.642891465504,4.6,37.17862492353069,0,59551.642891465504,2.0767580520465976,0.0,30.359999999999996,0,0,0,1,0,0,0,0
